"region","age","parity","Freq","percentage"
"South","35-39","2",25.87438,0.786925834064483
"South","35-39","3",32.849925,0.999075325846675
"South","35-39","4",68.866595,2.09446188505989
"South","35-39","5",71.641533,2.17885696622231
"South","35-39","6",189.064825,5.7500892815743
"South","40-44","0",9.324346,0.283584331418021
"South","40-44","1",5.825431,0.177170705093614
"South","40-44","2",7.513922,0.228523324498808
"South","40-44","3",28.991857,0.881738663914003
"South","40-44","4",32.4395,0.986592938425376
"South","40-44","5",61.91864,1.88315149681416
"South","40-44","6",140.215084,4.26440640993607
"South","45-49","0",4.312572,0.131159638146426
"South","45-49","1",3.116238,0.0947751477443492
"South","45-49","2",3.567117,0.108487875668155
"South","45-49","3",14.002602,0.425865634574548
"South","45-49","4",17.851057,0.542909933248937
"South","45-49","5",26.240933,0.798073928250849
"South","45-49","6",126.469873,3.84636889056102
"South West","15-19","0",609.838094999999,18.547201963957
"South West","15-19","1",63.629839,1.93519474192092
"South West","15-19","2",7.090986,0.215660436013909
"South West","15-19","3",0,0
"South West","15-19","4",0,0
"South West","15-19","5",0,0
"South West","15-19","6",0,0
"South West","20-24","0",269.006789,8.18138992326901
"South West","20-24","1",149.41921,4.54433445185956
"South West","20-24","2",104.64917,3.18272883780813
"South West","20-24","3",39.023334,1.1868291976823
"South West","20-24","4",7.258902,0.220767319284263
"South West","20-24","5",1.438423,0.0437472209580494
"South West","20-24","6",0,0
"South West","25-29","0",128.471137,3.90723397572956
"South West","25-29","1",94.097522,2.86181817625199
"South West","25-29","2",131.791805,4.00822651876059
"South West","25-29","3",144.269129,4.38770338334992
"South West","25-29","4",102.124004,3.10593015274973
"South West","25-29","5",45.570414,1.38594764572576
"South West","25-29","6",19.349272,0.588475627518052
"South West","30-34","0",24.163164,0.734882071931265
"South West","30-34","1",31.3103,0.952250215939828
"South West","30-34","2",45.79698,1.39283827029418
"South West","30-34","3",85.271871,2.59340081613217
"South West","30-34","4",113.381788,3.44831675540138
"South West","30-34","5",85.517557,2.6008729434051
"South West","30-34","6",97.763989,2.97332761539778
"South West","35-39","0",10.725115,0.326186369173387
"South West","35-39","1",6.987634,0.212517158424176
"South West","35-39","2",25.87438,0.786925834064483
"South West","35-39","3",32.849925,0.999075325846675
"South West","35-39","4",68.866595,2.09446188505989
"South West","35-39","5",71.641533,2.17885696622231
"South West","35-39","6",189.064825,5.7500892815743
"South West","40-44","0",9.324346,0.283584331418021
"South West","40-44","1",5.825431,0.177170705093614
"South West","40-44","2",7.513922,0.228523324498808
"South West","40-44","3",28.991857,0.881738663914003
"South West","40-44","4",32.4395,0.986592938425376
"South West","40-44","5",61.91864,1.88315149681416
"South West","40-44","6",140.215084,4.26440640993607
"South West","45-49","0",4.312572,0.131159638146426
"South West","45-49","1",3.116238,0.0947751477443492
"South West","45-49","2",3.567117,0.108487875668155
"South West","45-49","3",14.002602,0.425865634574548
"South West","45-49","4",17.851057,0.542909933248937
"South West","45-49","5",26.240933,0.798073928250849
"South West","45-49","6",126.469873,3.84636889056102
"Tigray","15-19","0",243.40405,21.5585931412943
"Tigray","15-19","1",32.322742,2.86286462361257
"Tigray","15-19","2",0,0
"Tigray","15-19","3",0,0
"Tigray","15-19","4",0,0
"Tigray","15-19","5",0,0
"Tigray","15-19","6",0,0
"Tigray","20-24","0",77.841988,6.89455967803951
"Tigray","20-24","1",83.006731,7.35200725549908
"Tigray","20-24","2",53.042083,4.69800188930202
"Tigray","20-24","3",6.937072,0.614424915443538
"Tigray","20-24","4",1.041668,0.0922618033689487
"Tigray","20-24","5",0,0
"Tigray","20-24","6",0,0
"Tigray","25-29","0",24.767444,2.19368267843444
"Tigray","25-29","1",39.111837,3.46418303595039
"Tigray","25-29","2",41.086229,3.63905733992942
"Tigray","25-29","3",36.415721,3.22538475833039
"Tigray","25-29","4",23.253349,2.05957744032412
"Tigray","25-29","5",4.331308,0.383629224499893
"Tigray","25-29","6",0.657474,0.058233272893279
"Tigray","30-34","0",4.673074,0.41389985534407
"Tigray","30-34","1",11.43374,1.01270027652926
"Tigray","30-34","2",15.863269,1.40502905461888
"Tigray","30-34","3",28.221425,2.49960598208022
"Tigray","30-34","4",29.044065,2.57246820874306
"Tigray","30-34","5",23.379142,2.07071907953276
"Tigray","30-34","6",25.761541,2.28173106039843
"Tigray","35-39","0",5.210539,0.461503784952824
"Tigray","35-39","1",7.804784,0.691279224037906
"Tigray","35-39","2",10.997316,0.974045671344606
"Tigray","35-39","3",16.98209,1.50412439315962
"Tigray","35-39","4",22.858435,2.02459942639295
"Tigray","35-39","5",24.198221,2.14326590408879
"Tigray","35-39","6",54.308715,4.81018902812631
"Tigray","40-44","0",1.328233,0.117643214415868
"Tigray","40-44","1",3.410498,0.302071961379435
"Tigray","40-44","2",6.191102,0.548353444054253
"Tigray","40-44","3",8.90559,0.788778952088838
"Tigray","40-44","4",11.254905,0.996860642782727
"Tigray","40-44","5",19.211168,1.70155654633131
"Tigray","40-44","6",45.34568,4.01632210242733
"Tigray","45-49","0",0.666179,0.0590042853447767
"Tigray","45-49","1",1.475087,0.130650252043926
"Tigray","45-49","2",7.275916,0.64443674118912
"Tigray","45-49","3",8.81519,0.78077211399402
"Tigray","45-49","4",14.698734,1.30188477142475
"Tigray","45-49","5",12.033542,1.06582547014594
"Tigray","45-49","6",40.467068,3.58421749610613
